Ticker,MaxDrawdown,DebtToEquity,ReturnSD,PriceChange12M,RSI,EarningsGrowth,ROE,ROA,OperatingMargin,EBITDAMargin,LogMarketCap,RevenueGrowth,PE,Sector,MaxDrawdown_ZScore,DebtToEquity_ZScore,ReturnSD_ZScore,PriceChange12M_ZScore,RSI_ZScore,EarningsGrowth_ZScore,ROE_ZScore,ROA_ZScore,OperatingMargin_ZScore,EBITDAMargin_ZScore,LogMarketCap_ZScore,RevenueGrowth_ZScore,PE_ZScore,Risk_Score,Momentum_Score,Quality_Score,Size_Score,Growth_Score
AJG,0.44404159797957216,56.18,0.01740642729431988,-0.4026258,45.24015503745451,0.162,0.07007,0.0228,0.28402,0.27891,24.686150698041807,0.346,33.13107,financial-services,1.3031187239855226,-0.4953939028943715,-0.14101564192743762,-1.6790804466302232,-0.881951158098166,-0.24696803185798963,-0.52699207246697,-0.34860937416705035,0.07789665398296715,0.590119715960364,0.6965217167167057,0.7643331979375789,-0.07436091270070466,0.22223639305457119,-0.9359998788621261,-0.05189626917267226,0.6965217167167057,0.7643331979375789
MKTX,0.38834305692841253,24.251,0.016755667234545087,-0.37058794,26.84857845470046,4.5,0.24298,0.107939996,0.43879002,0.5035,22.307083382399096,0.119,16.247631,financial-services,0.915944256848191,-0.6988160916039082,-0.2270643500187831,-1.5589126620833365,-2.922228446680257,0.7986043470024846,0.27245688950690844,1.565772410133026,0.303139672568189,1.497488618873113,-1.2092201269761294,-0.07427506527910333,-0.08871151550669838,-0.003312061591500104,-1.2275122539203693,0.909714397770309,-1.2092201269761294,-0.07427506527910333
V,0.20377694006536837,67.233,0.013929778492689521,-0.08466464,61.909248636608126,0.355,0.60349,0.19193001,0.67346,0.70056,27.161730037519757,0.171,28.648085,financial-services,-0.3670209088357649,-0.424974364173882,-0.6007259965720463,-0.4864699486394642,0.9672417557650927,-0.2004499430797343,1.9392739925154268,3.454296727948456,0.6446643080662889,2.293633220182104,2.6795741102342334,0.11782903025952,-0.07817136489117532,-0.46424042319389774,0.09344062134863142,2.082967062178069,2.6795741102342334,0.11782903025952
CME,0.11789037203566992,14.059,0.012099800145842563,0.02415955,47.70395013888377,0.213,0.15919,0.0155,0.69806,0.71067,25.37939550724567,0.144,24.870197,financial-services,-0.9640398896490938,-0.7637501311080456,-0.8427003928430948,-0.07829156789213969,-0.608629011595531,-0.23467568715492734,-0.11494597049998113,-0.5127506436285918,0.6804656748761948,2.3344787592018643,1.2518425485973048,0.018082672960619373,-0.08138249801005767,-0.8568301378667447,-0.3071987555475327,0.5968119549873716,1.2518425485973048,0.018082672960619373
GPN,0.2969568470406916,95.593,0.024199607143774168,-0.032871306,62.075355710536314,,0.02935,0.023670001,0.12515001,0.4427,23.720986072394105,0.631,26.933825,financial-services,0.2806958921831336,-0.24429055723340595,0.7572330153119053,-0.29220322167714685,0.9856689139200007,5.351860437634835e-17,-0.7152608928450646,-0.3290473099789941,-0.1533132154103689,1.251849768981777,-0.07661933778601264,1.817211413870418,-0.07962845336504625,0.2645461167538777,0.23115523074761793,0.013557087686837332,-0.07661933778601264,1.817211413870418
RGA,0.14058335810499467,45.614,0.014676942476092348,0.047367334,58.51300841450167,0.166,0.09905,0.00854,0.08315,0.08179,23.36392451685847,0.235,11.626289,financial-services,-0.8062952768938775,-0.5627107260302344,-0.501929989443941,0.008756318187726061,0.5904784173664456,-0.2460039263910828,-0.3930031133668428,-0.6692469772521984,-0.21443751476117023,-0.20626729210838826,-0.3626419915731248,0.3542648401532101,-0.09263956852200271,-0.6236453307893509,0.11774360305436293,-0.37073872437215,-0.3626419915731248,0.3542648401532101
AIZ,0.12572133958707876,37.61,0.015494671354019978,0.26776123,73.23537973003435,0.912,0.18016,0.024360001,0.106400006,0.12453,23.259002514363818,0.113,13.054303,financial-services,-0.9096048787553332,-0.6137048441808539,-0.393803326693604,0.8354109764569423,2.223710875388583,-0.06619825681295602,-0.017991226803305272,-0.31353258724906763,-0.18060084837342588,-0.03359287690516953,-0.4466893193487524,-0.09644092245663675,-0.09142578371694028,-0.6390376832099304,0.9976411983441897,-0.13642938483274208,-0.4466893193487524,-0.09644092245663675
MRSH,0.30942378323953734,151.634,0.014663597679637543,-0.29119337,47.23893367872081,-0.154,0.27571,0.07271,0.24339001,0.27736,25.093565119856297,0.076,20.539425,financial-services,0.36735667877698147,0.1127510938509106,-0.5036945453312143,-1.2611190646972212,-0.6602158083129469,-0.3231323637436304,0.42378396443262156,0.7736222366309677,0.018766199695454754,0.5838575413332001,1.022879321762464,-0.2331303750514264,-0.08506357203859648,-0.00786225756777407,-0.7481557455845995,0.450007485523061,1.022879321762464,-0.2331303750514264
VOYA,0.16523793973613377,73.442,0.017405529750272333,0.2256769,70.59211449488531,0.232,0.11893,0.00421,0.14328,0.15053001,22.73416051052214,0.031,12.44562,financial-services,-0.6349151235652224,-0.3854163332396996,-0.14113432239128348,0.6775608360218418,1.9304791340690128,-0.2300961861871198,-0.30108798200347053,-0.7666074836588387,-0.12692791369289233,0.07145009272580467,-0.8671117939345415,-0.3993743038829273,-0.09194315271787432,-0.3871552597320685,0.7926479279679116,-0.2807933216573492,-0.8671117939345415,-0.3993743038829273
COIN,0.6638953815137105,59.081,0.0439437431193178,-0.30559307,53.93335675703046,,0.06686,0.01926,-0.07097,0.15946999,24.60971680063971,-0.308,68.01103,financial-services,2.83137727226188,-0.4769114020504251,3.367960836658749,-1.315129540026716,0.08243283332893739,5.351860437634835e-17,-0.5418334996136714,-0.4282066473031951,-0.4387345331653444,0.1075686191279683,0.6352946654273434,-1.6517452344135675,-0.04471360850817913,1.9074755689567346,-0.41089890223259284,-0.3253015152385606,0.6352946654273434,-1.6517452344135675
GL,0.10868010718186605,53.588,0.013330915806697633,0.2782594,61.4123204408831,0.126,0.20455,0.03312,0.23746,0.26972,23.219303902010914,0.054,10.807745,financial-services,-1.0280627405113782,-0.5119077402564912,-0.6799124181719651,0.8747875712325168,0.9121148172325603,-0.25564498106015127,0.09477587852630501,-0.11656308638032337,0.010136018264706418,0.5529910805902757,-0.47848972541546003,-0.31440518470238243,-0.09333531539106353,-0.7399609663132782,0.5104191358016419,0.13533497275024092,-0.47848972541546003,-0.31440518470238243
RNR,0.13271919948050556,12.571,0.014269159428902625,0.20779693,45.57621747681182,1.009,0.23367001,0.05559,0.26753,0.0,23.257011939847853,-0.366,4.982468,financial-services,-0.8609610072246476,-0.7732302970011142,-0.5558503305361263,0.6104965445034694,-0.8446699299510819,-0.042818699240465045,0.2294121735188963,0.3886772320855446,0.05389809549941647,-0.5367081067895128,-0.4482838606730435,-1.8660151871297241,-0.09828669031307383,-0.7300138782539628,-0.09233069489602587,0.033819848578586165,-0.4482838606730435,-1.8660151871297241
KKR,0.44616244144289474,69.029,0.023201232347992654,-0.22229576,52.77054820254378,,0.076630004,0.014630001,0.11012,0.0,25.197037204584724,-0.066,31.986395,financial-services,1.3178612364875897,-0.4135319058782158,0.6252199022181325,-1.0026975236119104,-0.04656382304867928,5.351860437634835e-17,-0.4966619100220883,-0.5323126628464372,-0.17518699188055398,-0.5367081067895128,1.1057651990239161,-0.7577223282530515,-0.07533386473180156,0.5098497442758355,-0.3497537822201966,-0.4352174178846481,1.1057651990239161,-0.7577223282530515
AGO,0.1822479129380048,30.643,0.013617402981313344,-0.09933233,43.282044537480424,-0.445,0.07896,0.01501,0.24354,0.0,21.94847512011191,-0.062,8.807561,financial-services,-0.5166745523372334,-0.6580921531707798,-0.6420307890059821,-0.5414856023604221,-1.0991749705133276,-0.39327103646110345,-0.48588917921644786,-0.5237683452773801,0.018984486159187207,-0.5367081067895128,-1.4964817636860752,-0.7429450901346958,-0.09503543383985254,-0.6055991648379985,-0.6779772031116177,-0.38184528628103837,-1.4964817636860752,-0.7429450901346958
WRB,0.16386485462554196,31.76,0.013096892370851754,-0.08975738,54.59541527426382,0.26,0.20164,0.03672,0.17093,0.17375,23.94786805198139,0.04,14.309323,financial-services,-0.6444597810372966,-0.650975657671749,-0.7108568715310183,-0.5055718263264668,0.15587857357560037,-0.2233474479187719,0.08132150064565043,-0.03561670691983706,-0.08668775953460389,0.1652614683522573,0.1051235154894725,-0.3661255181166271,-0.09035904052951393,-0.6687641034133547,-0.19101356688987944,0.031069625635866696,0.1051235154894725,-0.3661255181166271
COLB,0.18383244922896103,,0.019221625157986706,0.23105586,53.410095725482655,0.61,0.10154,0.01114,0.50693,0.0,22.875789261101392,0.399,11.658824,financial-services,-0.5056600449097005,0.0,0.09900436045678201,0.6977362692863083,0.024384650571831187,-0.1389882195644229,-0.3814906044586538,-0.6107857031974028,0.4023065188445974,-0.5367081067895128,-0.7536606803514446,0.9601316030057913,-0.09261191438931725,-0.1355518948176395,0.19437756676457218,-0.281669473900243,-0.7536606803514446,0.9601316030057913
GS,0.19422190312891333,678.596,0.017153744469798022,0.61877775,61.16396885061834,0.242,0.14548,0.00944,0.38599998,0.0,26.40699093554712,0.145,18.215094,financial-services,-0.4334403565364059,3.470067746635366,-0.17442738913039682,2.152005703687725,0.8845638290440012,-0.2276859225198527,-0.17833412195832288,-0.6490103823870769,0.2263122097247094,-0.5367081067895128,2.074993534374473,0.021776982490208287,-0.08703920928706571,0.9540666669895211,0.9362945367372912,-0.28443510035255076,2.074993534374473,0.021776982490208287
RITM,0.2730590845763053,422.945,0.013935852751730211,-0.18053097,39.1719926099405,0.722,0.08465,0.01513,0.13152,0.0,22.366122952424792,0.646,8.495413,financial-services,0.11457657786528301,1.8412949706078752,-0.5999228093831392,-0.8460459155967066,-1.5551253108727312,-0.11199326649103121,-0.4595814781370923,-0.5210701326286973,-0.14404271343616437,-0.5367081067895128,-1.161926728301865,1.8726260568142519,-0.0953007537172001,0.4519829130300063,-0.8377214976534896,-0.4153506077478667,-1.161926728301865,1.8726260568142519
AXS,0.1711602901804992,23.409,0.014019281298685828,-0.026495218,53.06122713778572,0.456,0.17415,0.02589,0.18954,0.22192,22.72039858531901,0.08,7.4693575,financial-services,-0.5937473867767201,-0.7041805403149055,-0.5888912185907459,-0.2682877551311294,-0.014317233030970712,-0.17610628004033646,-0.04577844709977742,-0.2791303984634664,-0.05960388000889874,0.35987369531386354,-0.878135726101964,-0.21835313693307076,-0.0961728814239668,-0.6289397152274572,-0.15290375606747886,-0.006159757564569754,-0.878135726101964,-0.21835313693307076
MET,0.17461386714350963,178.019,0.014429518512532881,0.063646674,71.64685276624846,0.359,0.13014,0.00453,0.09919,0.0766,24.713865151891664,0.027,16.259188,financial-services,-0.569740710926034,0.28085201931369147,-0.5346463679237453,0.06981695774622083,2.047486968105301,-0.19948583761282745,-0.24925857442885258,-0.7594122499290177,-0.19109385932902026,-0.22723547682773093,0.7187222631365103,-0.41415154200128296,-0.08870169227597928,-0.27451168651202923,0.6392726960795648,-0.3567500401286554,0.7187222631365103,-0.41415154200128296
WBS,0.14017798690140648,,0.016319869800228384,0.36761904,51.522418893960065,0.154,0.10885999,0.01232,0.49473998,0.0,23.177154981849952,0.087,11.770493,financial-services,-0.8091131133538652,0.0,-0.2846889777893514,1.2099582089313947,-0.1850255731905852,-0.2488962427918033,-0.34764664860208583,-0.5842532788186879,0.38456589374540684,-0.5367081067895128,-0.512252940221979,-0.1924929702259484,-0.0925169978581092,-0.3646006970477389,0.2586787976496687,-0.2710105351162199,-0.512252940221979,-0.1924929702259484
CBSH,0.2344238056615728,,0.013293294394005992,-0.13784099,56.81326624010983,0.031,0.14938,0.01717,0.39709,0.0,22.755923514091055,0.173,12.867321,financial-services,-0.153986893353364,0.0,-0.6848870227286852,-0.685924099752861,0.40191680388798345,-0.27854248589918884,-0.16030248149971357,-0.4752005176010884,0.24245196069825373,-0.5367081067895128,-0.8496786316725853,0.12521764931869772,-0.09158471486917001,-0.2796246386940164,-0.18751659392135545,-0.23243978629801526,-0.8496786316725853,0.12521764931869772
HLNE,0.5125248922815754,24.308,0.02513601647416502,-0.47670913,48.45523425809261,,0.32439,0.10167,0.42490003,0.44114,22.335861586958988,-0.022,15.256757,financial-services,1.77916320340614,-0.6984529400878432,0.8810525581902742,-1.95695261530678,-0.5252849916417689,5.351860437634835e-17,0.648855825336493,1.4247908891797674,0.28292501293502137,1.245547193227986,-1.186167467534536,-0.5951727089511394,-0.08955373960599393,0.653920940502857,-0.8274125356495162,0.900529730169817,-1.186167467534536,-0.5951727089511394
RLI,0.35565303924600417,20.284,0.014122985989840273,-0.3076923,39.86587156831714,-0.122,0.23232001,0.05213,0.15935999,0.27083,22.29858393830177,0.04,12.251749,financial-services,0.688707781026121,-0.7240901629061957,-0.5751785535880101,-1.3230033436563704,-1.4781495565957232,-0.31541952000837564,0.22317045182168532,0.31087876738185516,-0.10352605920957454,0.5574756056458576,-1.2160285708389396,-0.3661255181166271,-0.09210793938939311,-0.20352031182269492,-1.0388574734201563,0.24699969140995587,-1.2160285708389396,-0.3661255181166271
BAC,0.1793167499587895,,0.01340052810622084,0.17141569,47.59113986704685,0.244,0.10644,0.00927,0.35956,0.0,26.6302704339144,0.081,12.853597,financial-services,-0.5370497981363642,0.0,-0.6707077222917159,0.47403758595041434,-0.6211436665796757,-0.22720386978639928,-0.35883546644655495,-0.6528328503060442,0.187833046211434,-0.5367081067895128,2.253850635255756,-0.21465882740348183,-0.09159638000877275,-0.4025858401426934,-0.12476998347188688,-0.3401358443326694,2.253850635255756,-0.21465882740348183
MTG,0.13931680161910623,12.834,0.015072840844620662,-0.023290753,44.1948184111773,0.013,0.14114,0.09036,0.72616994,0.78231,22.427786063225362,-0.03,8.253968,financial-services,-0.8150994272947429,-0.7715547031638312,-0.4495811357679453,-0.2562684298794416,-0.9979160166800197,-0.2828809605002696,-0.1984001013404676,1.1704843470414068,0.7213751981666194,2.623912430356721,-1.1125317533500247,-0.6247271851878508,-0.0955059773860565,-0.6787450887421732,-0.512355135686577,1.07934296855607,-1.1125317533500247,-0.6247271851878508
WFC,0.23018300231241737,,0.01662148343315135,0.03257191,36.718996560793045,0.151,0.12028,0.01051,0.29447,0.0,26.17772540165198,0.057,11.808347,financial-services,-0.18346577638973188,0.0,-0.24480720713375795,-0.04673844093513165,-1.8272494599655391,-0.24961932189198344,-0.2948462603062596,-0.6249513196029879,0.09310495817660602,-0.5367081067895128,1.8913413449690994,-0.3033222561136157,-0.0924848226763457,-0.14275766117449662,-0.7078690742642181,-0.3408501821305385,1.8913413449690994,-0.3033222561136157
CPAY,0.27265466024810125,271.343,0.023742799855674464,0.044023633,63.18376214106181,0.491,0.32124,0.061869998,0.41404,0.5332,23.847365420975503,0.254,20.832335,financial-services,0.11176532337253162,0.8754266173007504,0.6968302963723109,-0.003785254231817873,1.1086304477800237,-0.16767035720490153,0.6342918080430009,0.5298836490630708,0.2671199756343474,1.6174799649549005,0.024616306614048587,0.4244567212153994,-0.08481460409622978,0.5613407456818643,0.3123916121144347,0.76219384942383,0.024616306614048587,0.4244567212153994
THG,0.10015028520079235,23.633,0.012739438566235007,0.12629151,64.40571251967543,0.486,0.21747999,0.037750002,0.1457,0.0,22.644147097448357,0.061,9.840141,financial-services,-1.0873556630542704,-0.7027534185675618,-0.7581222770020483,0.3047855591266832,1.2441880273078971,-0.1688754890385351,0.1545576556579494,-0.012457003381765032,-0.1234059906164707,-0.5367081067895128,-0.9392166590051522,-0.28854501799526006,-0.09415776043188079,-0.8494104528746268,0.4600326991320151,-0.12950336128244977,-0.9392166590051522,-0.28854501799526006
HOOD,0.5726092037736827,140.483,0.042115495358019166,0.115419626,52.67620698876036,0.027,0.21461001,0.05187,0.38519,0.0,24.917654741785874,0.151,35.747574,financial-services,2.196824256034121,0.04170718936595836,3.1262152722719536,0.2640072357888964,-0.05702960530467486,-0.2795065913660957,0.14128831014938534,0.30503263997637553,0.2251334133389903,-0.5367081067895128,0.8819670549996107,0.04394283966774176,-0.072136933945885,1.7882489058906774,-0.024176320293958043,0.03368656416880961,0.8819670549996107,0.04394283966774176
OZK,0.19034202621780497,,0.01570819546633159,0.0582546,51.97874313190683,-0.02,0.11793,0.01749,0.56257,0.0,22.382492424395835,0.014,7.827642,financial-services,-0.4604103497762116,0.0,-0.36556945810442854,0.04959233641717855,-0.1344030518029761,-0.29083483060225107,-0.3057114795569601,-0.4680052838712675,0.4832816428000104,-0.5367081067895128,-1.1488140317887168,-0.4621775658859387,-0.09586834639700671,-0.2753266026268801,-0.1252151819960162,-0.20678580685443249,-1.1488140317887168,-0.4621775658859387
MCO,0.23605932664629148,235.539,0.016515842647535747,-0.06674427,56.467758259856716,0.078,0.71361,0.14818,0.45743,0.48444,25.085735981581852,0.081,32.264366,financial-services,-0.14261797858827624,0.6473164965780138,-0.2587758780554543,-0.419254124575045,0.36358773068632405,-0.26721424666303334,2.448413543105696,2.470573141598438,0.3302671831905186,1.4204840715223093,1.016607823553244,-0.21465882740348183,-0.07509759465598438,0.08197421331142778,-0.1076268801839181,1.6674344848542404,1.016607823553244,-0.21465882740348183
WAL,0.3025740470015741,,0.02373032015894542,0.058879018,53.771203744553,-0.078,0.1297,0.010779999,0.31774,0.0,22.872801936367313,0.079,9.14901,financial-services,0.31974245176287047,0.0,0.6951801309007578,0.05193440694533487,0.06444432064519277,-0.30481435987240035,-0.25129291335238796,-0.6188803636285568,0.1269707226345942,-0.5367081067895128,-0.7560536642359273,-0.22204744646265967,-0.09474520866845801,0.3383075275545428,-0.0628118774272909,-0.3199776652839658,-0.7560536642359273,-0.22204744646265967
CACC,0.24405043600389553,423.261,0.025840916545562892,0.1045109,63.844943818079024,0.432,0.28118,0.05051,0.52711,0.0,22.46349453236284,0.127,13.586035,financial-services,-0.0870697820111941,1.8433082316443066,0.9742600923131812,0.22309072527137053,1.1819789153882765,-0.18189091284177752,0.44907449605020927,0.2744528966246363,0.43167528234963387,-0.5367081067895128,-1.0839276346846716,-0.04472058904239203,-0.09097382160594876,0.9101661806487646,0.40772624260595647,0.15462364205874168,-1.0839276346846716,-0.04472058904239203
HIG,0.09161090543443484,23.151,0.011497221950185045,0.03847921,48.28077085848284,0.414,0.22735001,0.03884,0.15296,0.19176,24.341917993983536,0.061,9.572132,financial-services,-1.146715024149312,-0.7058242787560424,-0.9223781088945183,-0.024581307042486376,-0.5446391623030497,-0.18622938744285833,0.20019166898084226,0.012051716540226956,-0.1128402213872058,0.2380238974072403,0.42077556032257496,-0.28854501799526006,-0.09438556299671558,-0.9249724705999576,-0.2518166189294648,0.08435676538527594,0.42077556032257496,-0.28854501799526006
MS,0.18830207149758516,502.246,0.015843677280298184,0.5558393,66.474175535222,0.319,0.16388,0.0127,0.40616,0.0,26.482424939276555,0.163,18.20924,financial-services,-0.474590584426522,2.346527924563682,-0.34765496736919194,1.9159358132732276,1.4736538424816243,-0.20912689228189593,-0.09326176697411513,-0.5757089387645254,0.25565189553426376,-0.5367081067895128,2.135419625052629,0.0882745540228087,-0.08704418507599274,0.5080941242559894,1.0601542544909854,-0.23750672924847238,2.135419625052629,0.0882745540228087
WEX,0.2752933024367527,410.946,0.023643876483547967,0.09641707,46.34697473200055,0.227,0.29768,0.0287,0.23464,0.32443002,22.375693449432553,0.058,16.954954,financial-services,0.13010718411209474,1.7648483909365502,0.6837498556727536,0.19273234242060802,-0.7591656494618262,-0.23130131802075338,0.5253622056827869,-0.21594725227347578,0.006031959142595239,0.7740257251681043,-1.1542603220204184,-0.29962794658402675,-0.08811030437734589,0.8595684769071328,-0.26591154168732384,0.2723681594300027,-1.1542603220204184,-0.29962794658402675
EWBC,0.15714748061087916,,0.01653343510578336,0.3329003,61.02331608578822,0.236,0.16454001,0.01751,0.65109,0.0,23.54862369198828,0.141,12.299701,financial-services,-0.6911539251855315,0.0,-0.256449662299555,1.0797349646803933,0.8689604553817197,-0.22913208072021296,-0.09021021235383654,-0.4675555817631536,0.6121083497111023,-0.5367081067895128,-0.21468949597703663,0.006999744371852638,-0.09206718109922765,-0.31586786249502885,0.5731877797806333,-0.12059138779885015,-0.21468949597703663,0.006999744371852638
JKHY,0.30157229503869115,6.398,0.01523657763307891,-0.24053305,43.59583861313126,0.125,0.24892001,0.13664,0.24369,0.28438,23.021904130765186,0.087,19.579609,financial-services,0.31277902372484107,-0.812558969083045,-0.4279305459657161,-1.0711020529855666,-1.064364092666001,-0.25588600742687795,0.29992051120961194,2.2110950252167685,0.019202787176320756,0.612219132225259,-0.6366159799879362,-0.1924929702259484,-0.08587939742718215,-0.3092368304413067,-0.7971173843594818,0.7856093639569901,-0.6366159799879362,-0.1924929702259484
RYAN,0.5885862426424504,307.014,0.024754430389998312,-0.53473806,46.55173374802825,,0.22768,0.036170002,0.17371,0.28827,22.878135868227186,0.158,39.85366,financial-services,2.307884642782236,1.1026893844860015,0.8305961894027616,-2.1746078506354314,-0.7364506218428521,5.351860437634835e-17,0.20171737693851827,-0.04798346992275614,-0.08264191401706168,0.6279351704831093,-0.7517809406059865,0.06980300637486414,-0.06864683875418551,1.4137234055569996,-0.9703528241594279,0.17475679087045243,-0.7517809406059865,0.06980300637486414
BLK,0.22454444378345,23.635,0.01595093257302229,0.093425155,58.83721532822299,0.459,0.118990004,0.03615,0.35638002,0.40335,25.83865787381032,0.27,27.027708,financial-services,-0.222660804709601,-0.7027406764091033,-0.33347281338441553,0.1815102508981843,0.6264444477875226,-0.1753832009401563,-0.3008105536562709,-0.048433217001080726,0.1832050937550046,1.0928713357050652,1.6197327312083025,0.48356567368882203,-0.07954865459636913,-0.41962476483437333,0.21085716591518353,0.23170816470067956,1.6197327312083025,0.48356567368882203
MORN,0.5065397769169657,187.15,0.020737550283684587,-0.4186784,54.85077679786131,0.5,0.30656,0.090459995,0.24178,0.25498,22.644788562950573,0.108,18.3681,financial-services,1.7375591719842083,0.3390263437556339,0.2994521240682357,-1.7392906285280578,0.1842072116686622,-0.16550111990436114,0.5664188639577742,1.172732745156449,0.016423087558153276,0.49343981994227737,-0.9387028157688465,-0.1149124701045813,-0.08690915709018011,0.7920125466026926,-0.5735281789212523,0.5622536291536635,-0.9387028157688465,-0.1149124701045813
WTM,0.11728999141439163,13.517,0.01495948969495023,0.18805444,35.5514941400847,,0.19666,0.03319,0.0027200002,0.23186001,22.394182425964797,-0.108,5.3078103,financial-services,-0.9682132852665751,-0.7672032560502788,-0.46456933278972445,0.5364463025478872,-1.956766832367941,5.351860437634835e-17,0.058296482829272404,-0.11498912900192501,-0.3314905198571235,0.40003245558209344,-1.1394498053137772,-0.9128833284957856,-0.09801015553107305,-0.7333286247021927,-0.47344017660668464,0.002962322388079322,-1.1394498053137772,-0.9128833284957856
BX,0.447616295081197,72.022,0.021122082518091057,-0.14924622,53.42748572612813,0.039,0.29533002,0.13028,0.38032,0.0,25.698966440731976,0.057,30.387178,financial-services,1.3279673361642101,-0.39446326574518176,0.3502980564409231,-0.7287029002516362,0.026313817612283033,-0.2766142749653751,0.5144970789020377,2.0680897548365764,0.21804590698272036,-0.5367081067895128,1.5078334976421022,-0.3033222561136157,-0.07669316883848225,0.4279340422866505,-0.32633445253490945,0.5659811584829555,1.5078334976421022,-0.3033222561136157
HLI,0.3313293699243432,20.062,0.016056949820805487,-0.13998073,50.08738736576559,-0.166,0.18332,0.104370005,0.22499001,0.0,23.07808795295603,-0.046,24.377815,financial-services,0.5196278817916206,-0.7255045424950809,-0.31945436361922686,-0.6939498485171778,-0.34422139972564775,-0.32602468014435093,-0.003380974534278178,1.4855007862006593,-0.008012058406263413,-0.5367081067895128,-0.591610166077723,-0.6838361376612733,-0.0818010133676706,-0.17511034144089574,-0.45473197612905886,0.23434991161765123,-0.591610166077723,-0.6838361376612733
SPGI,0.30477574501321797,38.392,0.01709053654987709,-0.1917941,50.78169558147322,0.325,0.13939999,0.06919,0.44282,0.50051,25.540394081993348,0.104,26.380291,financial-services,0.33504700442022944,-0.6087226602236095,-0.18278524663661735,-0.888291726620401,-0.2671980256059666,-0.20768073408153565,-0.20644503331851488,0.6944746656029369,0.3090046641217087,1.4854086820116805,1.3808097781725945,-0.12968970822293696,-0.08009894676236967,-0.15215363414666583,-0.45439016210263444,0.5706107446044528,1.3808097781725945,-0.12968970822293696
MSCI,0.18072822482218534,,0.01769870729719224,0.03875816,63.39981970891714,0.491,,0.20547001,0.53701997,0.58621,24.4798932484432,0.141,33.55473,financial-services,-0.5272382839063762,0.0,-0.10236803860524675,-0.023535019821699654,1.1325988850011628,-0.16767035720490153,1.2832783595455456e-16,3.7587450551415067,0.44609765922138855,1.8316463372039091,0.5313000562412263,0.006999744371852638,-0.07400080973917014,-0.20986877417054098,0.3137978359915205,1.5091222628917011,0.5313000562412263,0.006999744371852638
WTW,0.30387000359393074,85.693,0.01718119359097925,-0.1767152,41.035940208243304,0.33,0.20611,0.050890002,0.20522,0.27938,23.91419101363349,0.085,15.105633,financial-services,0.32875096964519573,-0.30736424160261305,-0.1707978464434889,-0.8317337041306325,-1.3483474995843603,-0.20647560224790207,0.10198853470974861,0.2829972816490095,-0.03678414701786931,0.5920185689118268,0.07814666589414998,-0.1998815892851262,-0.08968219213858832,-0.049803706133635404,-0.795518935320965,0.2350550595631789,0.07814666589414998,-0.1998815892851262
XYZ,0.3947725338036449,37.514,0.029188417489251803,0.09541428,56.65459772591143,,0.03743,0.02053,-0.02632,0.06437,24.425059583057504,0.049,53.187504,financial-services,0.9606371560904426,-0.6143164677868583,1.416893482627078,0.18897107207777702,0.3843148454873301,5.351860437634835e-17,-0.677903032612869,-0.399650563437968,-0.3737535970652511,-0.2766460546923862,0.48737577974787977,-0.33287673235032694,-0.05731332434867355,0.5877380569768874,0.19109530585503567,-0.43198831195211856,0.48737577974787977,-0.33287673235032694
HBAN,0.21262002716052888,,0.01631869803013283,0.01015234,46.04811891889412,-0.265,0.083859995,0.00899,0.40698,0.0,24.197463311462016,0.336,12.246155,financial-services,-0.30555040226050323,0.0,-0.2848439186179841,-0.1308298895335664,-0.7923193448667947,-0.3498862904502954,-0.46323406432183684,-0.6591286798196376,0.25684527442792726,-0.5367081067895128,0.3050607458704866,0.72739010264169,-0.09211269418325335,-0.19679810695949576,-0.4243451749502188,-0.350556394125765,0.3050607458704866,0.72739010264169
SLM,0.45055576484713594,253.081,0.023484709245157193,-0.35535508,53.27553099808715,0.1,0.3093,0.02567,0.70058995,0.0,22.152939268639173,0.025,6.1527777,financial-services,1.348400324512116,0.7590779684168654,0.6627034883853495,-1.5017771655641279,0.009456655904601846,-0.2619116665950457,0.5790872472543357,-0.2840771216527183,0.6841476125981754,-0.5367081067895128,-1.3326966194737258,-0.42154016106046077,-0.09729194927336612,0.923393927104777,-0.5847440587515239,0.11061240785256998,-1.3326966194737258,-0.42154016106046077
EEFT,0.43187862102717745,220.45,0.02017616859703519,-0.3914882,47.31998970813145,-0.024,0.2467,0.05269,0.07116,0.15397,21.647751354060333,0.105,9.706744,financial-services,1.218570834014372,0.5511832820884213,0.22522174044721516,-1.637305474232897,-0.6512238235766168,-0.29179893606915797,0.2896563004058896,0.3234704264090419,-0.23188704273071375,0.08534803988431944,-1.7373752687118311,-0.12599539869334805,-0.0942711453508248,0.6649919521833362,-0.8601094112928905,0.11664693099213427,-1.7373752687118311,-0.12599539869334805
NDAQ,0.21756787186533383,79.058,0.015066728548226042,0.09571397,65.47103339703696,0.338,0.162,0.055549998,0.48401,0.59347,24.664262406523907,0.137,27.412651,financial-services,-0.2711566982081555,-0.3496363522884402,-0.45038935256049156,0.1900951510066086,1.3623698471944659,-0.20454739131408836,-0.10195394237467546,0.38777778289910625,0.36895012342658756,1.8609775551350127,0.6789881930713941,-0.007777493746502908,-0.07922146035022368,-0.3570608010190291,0.44930586896232877,0.6289378797715077,0.6789881930713941,-0.007777493746502908
